Time,Pd*L0,Pd*L1,Pd*L2,Pd*L3
0.0,18,6,0,0
0.1,19,5,0,0
0.2,19,5,0,0
0.30000000000000004,19,5,0,0
0.4,19,5,0,0
0.5,19,5,0,0
0.6,19,5,0,0
0.7,19,5,0,0
0.7999999999999999,19,5,0,0
0.8999999999999999,18,6,0,0
0.9999999999999999,18,6,0,0
1.0999999999999999,18,6,0,0
1.2,18,6,0,0
1.3,18,6,0,0
1.4000000000000001,18,6,0,0
1.5000000000000002,18,6,0,0
1.6000000000000003,18,6,0,0
1.7000000000000004,18,6,0,0
1.8000000000000005,18,6,0,0
1.9000000000000006,18,6,0,0
2.0000000000000004,18,6,0,0
2.1000000000000005,18,6,0,0
2.2000000000000006,18,6,0,0
2.3000000000000007,18,6,0,0
2.400000000000001,18,6,0,0
2.500000000000001,18,6,0,0
2.600000000000001,18,6,0,0
2.700000000000001,18,6,0,0
2.800000000000001,18,6,0,0
2.9000000000000012,18,6,0,0
3.0000000000000013,18,6,0,0
3.1000000000000014,18,6,0,0
3.2000000000000015,18,6,0,0
3.3000000000000016,18,6,0,0
3.4000000000000017,18,6,0,0
3.5000000000000018,18,6,0,0
3.600000000000002,18,6,0,0
3.700000000000002,18,6,0,0
3.800000000000002,18,6,0,0
3.900000000000002,18,6,0,0
4.000000000000002,18,6,0,0
4.100000000000001,18,6,0,0
4.200000000000001,18,6,0,0
4.300000000000001,18,6,0,0
4.4,18,6,0,0
4.5,18,6,0,0
4.6,18,6,0,0
4.699999999999999,17,7,0,0
4.799999999999999,18,6,0,0
4.899999999999999,18,6,0,0
4.999999999999998,18,6,0,0
5.099999999999998,18,6,0,0
5.1999999999999975,18,6,0,0
5.299999999999997,18,6,0,0
5.399999999999997,18,6,0,0
5.4999999999999964,18,6,0,0
5.599999999999996,18,6,0,0
5.699999999999996,18,6,0,0
5.799999999999995,18,6,0,0
5.899999999999995,18,6,0,0
5.999999999999995,18,6,0,0
6.099999999999994,18,6,0,0
6.199999999999994,18,6,0,0
6.299999999999994,18,6,0,0
6.399999999999993,18,6,0,0
6.499999999999993,18,6,0,0
6.5999999999999925,18,6,0,0
6.699999999999992,18,6,0,0
6.799999999999992,18,6,0,0
6.8999999999999915,18,6,0,0
6.999999999999991,18,6,0,0
7.099999999999991,18,6,0,0
7.19999999999999,18,6,0,0
7.29999999999999,18,6,0,0
7.39999999999999,18,6,0,0
7.499999999999989,18,6,0,0
7.599999999999989,18,6,0,0
